transaction_id,account_id,account_type,date,merchant_name,raw_description,amount,currency,pending
f96c96fc-b0da-4333-9bbf-f8734f80276f,cc_0001,credit_card,2025-07-17,ExxonMobil,EXXONMOBIL WEB PYMT,39.98,USD,False
4a11fd1c-f51a-4137-bf8b-61bc63d21aa7,chk_0001,checking,2025-07-18,State Farm Insurance,State Farm Insurance,120.0,USD,False
f58f6e20-498f-4607-b3da-328aef278378,chk_0001,checking,2025-07-18,Acme Corp Payroll,ACME CORP PAYROLL WEB PYMT,-2100.0,USD,False
161d715c-40b9-4083-a0e6-e4b177204475,chk_0001,checking,2025-07-19,Whole Foods Market,SQ *WHOLE FOODS MARKET,33.65,USD,False
bc669414-d1af-4022-98bf-4836726d3706,chk_0001,checking,2025-07-19,Starbucks,SQ *STARBUCKS,8.32,USD,False
072f2f92-4db3-4ea4-a203-9c8ccd92b700,cc_0001,credit_card,2025-07-21,Local Coffee Co,POS DEBIT LOCAL COFFEE CO,8.9,USD,False
590e4ec1-601b-41ce-becf-bc749322fdb3,chk_0001,checking,2025-07-23,Nike,SQ *NIKE,179.46,USD,False
890bcb1b-5a13-434d-ac68-e19dbec53edc,chk_0001,checking,2025-07-23,Local Diner,SQ *LOCAL DINER,58.22,USD,False
cc4999f3-89a1-4200-a345-1ee10e08c83c,chk_0001,checking,2025-07-28,Walgreens,SQ *WALGREENS,47.05,USD,False
4f8ddbcd-4631-483a-9659-131e366b4cbd,chk_0001,checking,2025-07-29,Uber,Uber,23.68,USD,False
e020bef6-8efd-470e-ae03-a8093059664a,chk_0001,checking,2025-08-01,Parkview Apartments Management,PARKVIEW APARTMENTS MANAGEMENT #5012 LAKE CURTIS WA,1450.0,USD,False
f858cb91-d1de-4325-8cef-c38c32374329,chk_0001,checking,2025-08-01,Acme Corp Payroll,SQ *ACME CORP PAYROLL,-2100.0,USD,False
867cde96-b92d-44e9-bdcc-dd8275b4f009,chk_0001,checking,2025-08-02,Transfer to Savings,ONLINE TRANSFER TO SAVINGS xxxx0001,300.0,USD,False
bb4981ac-1861-4e46-8060-8a6bd34654e7,sav_0001,savings,2025-08-02,Transfer from Checking,ONLINE TRANSFER FROM CHECKING xxxx0001,-300.0,USD,False
73b61c8d-bd28-434c-ab81-34dbc040f16a,cc_0001,credit_card,2025-08-03,Netflix,NETFLIX #3547 MICHAELVIEW UT,15.99,USD,False
e3f68de4-cecf-41ee-aa60-289f8fbd9ba0,chk_0001,checking,2025-08-03,Chevron,CHEVRON #6753 WEST NICHOLASBOROUGH NH,43.13,USD,False
d4c81213-1252-456e-9645-dd771522ed81,chk_0001,checking,2025-08-03,Marriott Hotels,MARRIOTT HOTELS #1452 MATTHEWFURT KY,659.64,USD,False
72eae9c6-338f-4205-9634-9afee72c81aa,cc_0001,credit_card,2025-08-05,Spotify,Spotify,10.99,USD,False
2862c7fa-79a7-4bec-a3c6-61f85ea54ebf,cc_0001,credit_card,2025-08-07,Planet Fitness,PLANET FITNESS #2084 SAMUELHAVEN NV,39.99,USD,False
10d31558-2343-4263-adf5-8a637318eac7,cc_0001,credit_card,2025-08-08,Nike,NIKE WEB PYMT,105.57,USD,False
462cee51-9072-4413-8cb9-06bcd2e2ccd2,chk_0001,checking,2025-08-08,Best Buy,Best Buy,104.46,USD,False
098e95dd-dd5f-4b73-88c4-62e9fd8dd64b,cc_0001,credit_card,2025-08-09,Chevron,CHEVRON WEB PYMT,31.78,USD,False
85927a84-f6e8-420c-bee6-34990dc9ff0c,cc_0001,credit_card,2025-08-09,Lyft,LYFT #4443 KATIEBURGH PA,22.79,USD,False
91309299-28c6-4730-a096-602ace3dafe4,cc_0001,credit_card,2025-08-10,Olive Garden,OLIVE GARDEN #7592 EAST DAVID TN,38.88,USD,False
5a04191a-b7a2-4f02-afc5-9aea836284ec,cc_0001,credit_card,2025-08-10,City Metro Transit,POS DEBIT CITY METRO TRANSIT,11.44,USD,False
ce4062c4-241c-4165-a57e-37a7b39bde29,chk_0001,checking,2025-08-10,Chevron,CHEVRON #6143 EAST JAMESTOWN RI,47.25,USD,False
7015793f-d872-49c0-91bd-bf2643c47d23,cc_0001,credit_card,2025-08-12,Delta Air Lines,SQ *DELTA AIR LINES,838.1,USD,False
ccd1a427-8ffd-40b8-ade8-4e5f8a0a643b,chk_0001,checking,2025-08-12,Verizon Wireless,POS DEBIT VERIZON WIRELESS,85.58,USD,False
a35ac909-9bea-40f9-b607-38cec465c866,chk_0001,checking,2025-08-12,ExxonMobil,SQ *EXXONMOBIL,42.42,USD,False
d0dfb837-8a95-4b1e-bfd0-0fa68fb4eb51,chk_0001,checking,2025-08-12,Chevron,POS DEBIT CHEVRON,54.45,USD,False
d2b52fb4-50b8-475a-951d-537820eef847,chk_0001,checking,2025-08-14,Comcast Xfinity,COMCAST XFINITY WEB PYMT,68.23,USD,False
64b84987-0e19-4bab-8acb-c3aca907cc37,chk_0001,checking,2025-08-14,ExxonMobil,POS DEBIT EXXONMOBIL,41.09,USD,False
0aa86ae9-4535-4377-9e21-6ec590fd1097,chk_0001,checking,2025-08-15,Acme Corp Payroll,SQ *ACME CORP PAYROLL,-2100.0,USD,False
64bd6653-edd0-47a8-899f-d3be9a1d7cbe,chk_0001,checking,2025-08-15,Marriott Hotels,POS DEBIT MARRIOTT HOTELS,822.91,USD,False
0601648a-3d1b-46bf-b09d-1510c44dd42e,cc_0001,credit_card,2025-08-17,ExxonMobil,SQ *EXXONMOBIL,57.85,USD,False
8026e83e-55c2-427b-bb34-5f79973c340b,cc_0001,credit_card,2025-08-17,Whole Foods Market,WHOLE FOODS MARKET WEB PYMT,114.52,USD,False
3891d5f3-7378-4754-941f-16d610a78be4,chk_0001,checking,2025-08-17,Airbnb,POS DEBIT AIRBNB,596.59,USD,False
d6da2e8a-7d53-4d35-88d4-e1ecaae4cbf1,cc_0001,credit_card,2025-08-18,Local Coffee Co,LOCAL COFFEE CO WEB PYMT,4.42,USD,False
324a39bb-8384-4d45-82bb-5e865f576234,chk_0001,checking,2025-08-18,State Farm Insurance,SQ *STATE FARM INSURANCE,120.0,USD,False
ea00b4e4-b31f-496e-82af-e3b62cd6ac18,cc_0001,credit_card,2025-08-20,Starbucks,SQ *STARBUCKS,5.92,USD,False
f9ee585c-fc74-4330-917b-3f973d4bae1c,cc_0001,credit_card,2025-08-22,Olive Garden,OLIVE GARDEN WEB PYMT,24.43,USD,False
f24930ba-184f-41ff-b02a-cc4bb6145c05,cc_0001,credit_card,2025-08-22,Steam Games,SQ *STEAM GAMES,37.13,USD,False
963f04ab-20bc-4a03-8a8d-93417987f218,chk_0001,checking,2025-08-22,Kroger,KROGER #7389 ROGERSFORT PR,79.85,USD,False
0f6ba914-a1d1-43dd-b3f2-3ecd710287cc,cc_0001,credit_card,2025-08-25,Local Bowling Alley,LOCAL BOWLING ALLEY WEB PYMT,47.38,USD,False
a976c37f-607d-4554-9f74-9a4e5f58e081,cc_0001,credit_card,2025-08-26,AMC Theatres,AMC THEATRES #7211 FREEMANBURY UT,53.34,USD,False
90b7b3b1-021e-4c8d-b3fe-2febc3414284,cc_0001,credit_card,2025-08-27,Lyft,POS DEBIT LYFT,21.11,USD,False
eeb06680-f589-4e9f-9792-e42a17449b14,chk_0001,checking,2025-08-28,Chevron,POS DEBIT CHEVRON,43.07,USD,False
50bd0bb1-25a1-48b5-be54-e734f01b4031,chk_0001,checking,2025-08-28,ExxonMobil,ExxonMobil,32.74,USD,False
bd608c46-d357-4d13-9844-51c18b7700c0,chk_0001,checking,2025-08-29,Acme Corp Payroll,POS DEBIT ACME CORP PAYROLL,-2100.0,USD,False
9cdef075-d9ca-4b80-a77e-301d7bca2fc7,cc_0001,credit_card,2025-09-01,CVS Pharmacy,POS DEBIT CVS PHARMACY,117.98,USD,False
3a29dc9c-8f13-434a-b027-dfba51a6ff51,cc_0001,credit_card,2025-09-01,Steam Games,STEAM GAMES WEB PYMT,51.75,USD,False
ee293625-2e5d-4fd9-a1a1-59cdc1aae008,chk_0001,checking,2025-09-01,Parkview Apartments Management,SQ *PARKVIEW APARTMENTS MANAGEMENT,1450.0,USD,False
4294cb6d-c618-4ad4-a901-cab2e9934307,chk_0001,checking,2025-09-02,Transfer to Savings,ONLINE TRANSFER TO SAVINGS xxxx0001,300.0,USD,False
4f3e00d8-f6c8-45c0-86e2-d3b53039445d,sav_0001,savings,2025-09-02,Transfer from Checking,ONLINE TRANSFER FROM CHECKING xxxx0001,-300.0,USD,False
779bbb2b-bf01-494c-907b-4720679c512e,cc_0001,credit_card,2025-09-03,Netflix,SQ *NETFLIX,15.99,USD,False
36a3533d-ad5a-4396-82ca-2d1f07ea2564,cc_0001,credit_card,2025-09-03,Trader Joe's,Trader Joe's,52.43,USD,False
442acd92-b7bc-4bf8-a5fe-8f956399c0eb,cc_0001,credit_card,2025-09-04,Panera Bread,POS DEBIT PANERA BREAD,13.36,USD,False
ad4d699e-d5b7-4d68-8afb-40ababec7abf,cc_0001,credit_card,2025-09-05,Spotify,Spotify,10.99,USD,False
57f122c2-a619-47e7-87bb-740c56380ae7,cc_0001,credit_card,2025-09-05,Lyft,Lyft,12.53,USD,False
31225882-92e9-4e73-af72-df5dee7c1139,cc_0001,credit_card,2025-09-07,Planet Fitness,SQ *PLANET FITNESS,39.99,USD,False
cfd03e47-5833-4a1c-8265-798cc350d36d,chk_0001,checking,2025-09-07,Shell,SQ *SHELL,53.68,USD,False
58b045bd-2993-41b7-a90a-9b8ef9cad121,cc_0001,credit_card,2025-09-11,Marriott Hotels,MARRIOTT HOTELS #1207 JENNYHAVEN PA,646.14,USD,False
03c5c9e9-75fc-4701-a987-83491f981e82,cc_0001,credit_card,2025-09-11,Kroger,SQ *KROGER,122.86,USD,False
e203b8ca-03eb-4a32-b6b0-41a96f9c2874,cc_0001,credit_card,2025-09-12,Local Coffee Co,LOCAL COFFEE CO WEB PYMT,6.61,USD,False
d6c6c4da-da06-4ad7-9b92-07c5d4de4289,chk_0001,checking,2025-09-12,Verizon Wireless,POS DEBIT VERIZON WIRELESS,85.58,USD,False
8304603f-4295-4530-a913-4aa39909d1d3,chk_0001,checking,2025-09-12,Acme Corp Payroll,Acme Corp Payroll,-2100.0,USD,False
feed25d1-08b5-4b15-8816-d7b4014c0e40,chk_0001,checking,2025-09-14,Comcast Xfinity,POS DEBIT COMCAST XFINITY,68.34,USD,False
cd63bdc5-9e1a-4b2b-af1f-c2e6bc71f142,cc_0001,credit_card,2025-09-15,City Metro Transit,CITY METRO TRANSIT WEB PYMT,24.21,USD,False
3eb03f93-a8bb-4515-af7c-8883e82daff2,cc_0001,credit_card,2025-09-15,Shell,POS DEBIT SHELL,41.16,USD,False
0f3a0baa-3ba8-440e-9dd0-a28693ed0020,cc_0001,credit_card,2025-09-15,Lyft,LYFT #1166 TAYLORMOUTH MA,15.55,USD,False
0737cdee-5e55-4703-9eda-fc27e7a5538b,chk_0001,checking,2025-09-15,Steam Games,POS DEBIT STEAM GAMES,15.28,USD,False
53258676-f90f-457f-98f2-7ba3e7ac8009,chk_0001,checking,2025-09-15,Walgreens,WALGREENS #6280 WEST BRANDON AR,60.74,USD,False
b53d5dd4-4a42-43af-8552-bbcef382a1ca,cc_0001,credit_card,2025-09-17,McDonald's,SQ *MCDONALDS,50.16,USD,False
5069135e-aca1-4174-b58e-c5fa3f4ece5c,cc_0001,credit_card,2025-09-18,Local Bowling Alley,POS DEBIT LOCAL BOWLING ALLEY,37.52,USD,False
58adf04a-649b-4fb8-bb2a-6c32f39362e8,cc_0001,credit_card,2025-09-18,Uber,Uber,11.26,USD,False
515bac19-087d-4b87-a1aa-32ef90ab73f0,chk_0001,checking,2025-09-18,State Farm Insurance,POS DEBIT STATE FARM INSURANCE,120.0,USD,False
6778f6be-ac51-43f1-b37d-1fe3986dd5c8,cc_0001,credit_card,2025-09-20,Uber,UBER #3939 EVANSSHIRE NE,30.48,USD,False
71cd296b-e48a-40d6-957b-4eacb05e7e13,cc_0001,credit_card,2025-09-21,Walgreens,SQ *WALGREENS,98.26,USD,False
c7e1baef-f8f4-470b-9b92-e55511114d56,cc_0001,credit_card,2025-09-21,Chevron,CHEVRON WEB PYMT,56.56,USD,False
1184717d-6023-41af-aed1-6ca6ad4dcd26,cc_0001,credit_card,2025-09-22,Starbucks,STARBUCKS WEB PYMT,5.08,USD,False
66ed1d38-54f2-4f84-b0e5-617d2a8b0b2b,cc_0001,credit_card,2025-09-23,Local Diner,Local Diner,38.06,USD,False
e970a190-c8f5-4768-993a-a75fa0981841,chk_0001,checking,2025-09-23,Delta Air Lines,DELTA AIR LINES WEB PYMT,355.73,USD,False
9c0a770f-85a0-404b-804f-baa28f0b6560,cc_0001,credit_card,2025-09-24,Uber,POS DEBIT UBER,34.84,USD,False
a991de37-6fc5-4e32-a0ca-1d235a623f22,chk_0001,checking,2025-09-26,Acme Corp Payroll,ACME CORP PAYROLL WEB PYMT,-2100.0,USD,False
768a2a36-570d-494c-b8b3-8ccc7be85669,chk_0001,checking,2025-09-26,Walgreens,WALGREENS #8827 EAST JOHNSIDE CA,50.77,USD,False
4f7c8b7f-c123-4523-97be-9561a5d8b713,cc_0001,credit_card,2025-09-28,Local Coffee Co,Local Coffee Co,8.34,USD,False
3f448395-dbad-4b3d-a1d7-56b2e383c1a3,chk_0001,checking,2025-10-01,Parkview Apartments Management,Parkview Apartments Management,1450.0,USD,False
e4042e8c-7572-4755-8507-67a65c259832,cc_0001,credit_card,2025-10-02,Whole Foods Market,SQ *WHOLE FOODS MARKET,133.97,USD,False
64ae24fc-6c5e-4932-9e4f-fa1e09aa8601,chk_0001,checking,2025-10-02,Transfer to Savings,ONLINE TRANSFER TO SAVINGS xxxx0001,300.0,USD,False
2189682e-4c7d-492c-afd4-185d1c9ec243,sav_0001,savings,2025-10-02,Transfer from Checking,ONLINE TRANSFER FROM CHECKING xxxx0001,-300.0,USD,False
4a62ffec-6472-4966-a211-807c87539e08,cc_0001,credit_card,2025-10-03,Netflix,Netflix,15.99,USD,False
fecc192d-4f6a-46b7-9ea7-91a2b7b50b3f,cc_0001,credit_card,2025-10-03,City Medical Clinic,SQ *CITY MEDICAL CLINIC,77.35,USD,False
f3895abb-8112-4970-8484-54ebd1273ff3,cc_0001,credit_card,2025-10-03,Local Diner,LOCAL DINER #9199 KIMTON FM,48.5,USD,False
c2adf91e-f3ea-4874-a5cc-e98932f09646,cc_0001,credit_card,2025-10-04,Steam Games,STEAM GAMES WEB PYMT,55.43,USD,False
16d80545-0f53-4ced-bc14-361efe6c94d4,cc_0001,credit_card,2025-10-04,Walgreens,POS DEBIT WALGREENS,23.45,USD,False
d1bad56b-03a0-4c00-adb2-17d93892481c,cc_0001,credit_card,2025-10-05,Spotify,SPOTIFY #8428 SMITHVIEW NY,10.99,USD,False
230899c5-c8bf-4d73-8bf9-28390908e6fb,cc_0001,credit_card,2025-10-05,McDonald's,SQ *MCDONALDS,24.71,USD,False
5b0f394c-cb4b-43a7-b3d9-7fdfc5330fdc,cc_0001,credit_card,2025-10-05,City Metro Transit,SQ *CITY METRO TRANSIT,31.21,USD,False
8edb599a-a6a0-4950-b4b0-b0a0fa481d89,cc_0001,credit_card,2025-10-06,Chevron,SQ *CHEVRON,34.59,USD,False
86befb6c-758e-469a-9b20-1590f0f20f18,chk_0001,checking,2025-10-06,Starbucks,STARBUCKS WEB PYMT,4.3,USD,False
0c8a7fce-108d-417c-beba-430b63db74d2,cc_0001,credit_card,2025-10-07,Planet Fitness,SQ *PLANET FITNESS,39.99,USD,False
21984cb8-9863-431a-a2cd-b09b37d76e4b,cc_0001,credit_card,2025-10-09,Whole Foods Market,WHOLE FOODS MARKET WEB PYMT,51.33,USD,False
bb027842-b6e0-4601-b0d0-dbb89a0fed3b,cc_0001,credit_card,2025-10-10,Nike,SQ *NIKE,83.33,USD,False
d8933651-8de5-42bd-a212-05f01db1d081,cc_0001,credit_card,2025-10-10,Walgreens,WALGREENS WEB PYMT,84.57,USD,False
a1a76022-cf9e-4c89-89a4-e7c444efe18a,cc_0001,credit_card,2025-10-10,Olive Garden,POS DEBIT OLIVE GARDEN,25.38,USD,False
3017f11a-f60e-42b4-b503-d27860989488,chk_0001,checking,2025-10-10,Acme Corp Payroll,Acme Corp Payroll,-2100.0,USD,False
8723e7d6-d0c3-4e22-aacc-5a9371d6a3cf,cc_0001,credit_card,2025-10-12,Walgreens,POS DEBIT WALGREENS,34.06,USD,False
db4c2112-5bb8-453a-af18-9a8c6f2284c9,chk_0001,checking,2025-10-12,Verizon Wireless,VERIZON WIRELESS WEB PYMT,83.51,USD,False
15c20625-3fdc-4874-9355-d79ac0786e14,cc_0001,credit_card,2025-10-13,Kroger,KROGER #9167 PORT EUGENECHESTER UT,72.52,USD,False
190f62ff-b658-44c3-9f99-26a0e25474c7,chk_0001,checking,2025-10-13,City Metro Transit,POS DEBIT CITY METRO TRANSIT,9.09,USD,False
e6eeaa34-8ee5-40f7-82e9-82147b387ec2,cc_0001,credit_card,2025-10-14,Peet's Coffee,PEETS COFFEE #7807 LAKE MOLLYMOUTH MT,8.66,USD,False
c77f3dc5-41fa-4980-b07f-2c4d8f3e2680,chk_0001,checking,2025-10-14,Comcast Xfinity,COMCAST XFINITY WEB PYMT,71.91,USD,False
2fae267b-71b5-41e6-8a42-96d43aec3003,cc_0001,credit_card,2025-10-16,Delta Air Lines,Delta Air Lines,564.19,USD,False
ed8d5d5a-772e-4c6b-888c-33da9a2a1d6a,cc_0001,credit_card,2025-10-16,Marriott Hotels,MARRIOTT HOTELS #9022 WEST SAMUEL UT,765.41,USD,False
72753f2e-f513-4e31-8bce-a85010f29153,cc_0001,credit_card,2025-10-17,Trader Joe's,TRADER JOES #8178 ROBERTSFURT GU,55.71,USD,False
f7099cf5-ebd7-4f3c-b9c0-c5704cede627,chk_0001,checking,2025-10-18,State Farm Insurance,STATE FARM INSURANCE WEB PYMT,120.0,USD,False
80348cd8-dafe-4109-bde0-ff338d5cbd7f,chk_0001,checking,2025-10-18,Airbnb,AIRBNB #7798 WOLFBOROUGH KY,809.49,USD,False
db99e9ca-9181-461d-9fb4-d86da3a45521,cc_0001,credit_card,2025-10-19,CVS Pharmacy,SQ *CVS PHARMACY,18.03,USD,False
9640820e-0309-4059-b70c-b166d551712c,cc_0001,credit_card,2025-10-20,Walgreens,POS DEBIT WALGREENS,40.59,USD,False
447cbdca-ebc6-4d91-aed4-e4deac337fab,cc_0001,credit_card,2025-10-20,Peet's Coffee,PEETS COFFEE WEB PYMT,6.69,USD,False
93c59241-4650-49b6-9db7-e0fb82b5265d,cc_0001,credit_card,2025-10-24,Target,POS DEBIT TARGET,216.06,USD,False
10fe5ae5-e2e4-4077-9ecc-7702bf0578d8,chk_0001,checking,2025-10-24,Acme Corp Payroll,Acme Corp Payroll,-2100.0,USD,False
e9f4cf48-1ab5-402e-a98d-088f96c5d37e,chk_0001,checking,2025-10-24,Starbucks,STARBUCKS #7512 BAIRDBURY NH,6.35,USD,False
2a663377-aaaa-4c09-94b3-bed4119e565b,cc_0001,credit_card,2025-10-26,Peet's Coffee,PEETS COFFEE WEB PYMT,8.82,USD,False
78a248ff-e73a-47a7-9f0a-1573d4306d15,chk_0001,checking,2025-10-26,Olive Garden,POS DEBIT OLIVE GARDEN,57.17,USD,False
14c8be19-ea03-4452-84d3-674bd1b98cda,cc_0001,credit_card,2025-10-27,AMC Theatres,POS DEBIT AMC THEATRES,25.91,USD,False
c3a33541-d526-41bb-bd40-179a0965f64d,chk_0001,checking,2025-10-27,Local Diner,Local Diner,17.28,USD,False
7fa57079-8929-42e6-8cb7-4e3a5995738e,cc_0001,credit_card,2025-10-29,Panera Bread,SQ *PANERA BREAD,58.15,USD,False
2fbbc5ef-0529-49bf-a5a6-6cea5f3da790,chk_0001,checking,2025-10-29,Uber,UBER #6873 WEST JESSICASHIRE OR,9.24,USD,False
0cc2f04f-d36a-42de-afde-4227efea9644,cc_0001,credit_card,2025-10-30,AMC Theatres,SQ *AMC THEATRES,22.21,USD,False
76e35407-64aa-4edd-b035-1fc3bb82a3e9,cc_0001,credit_card,2025-11-01,Starbucks,STARBUCKS #1153 GIBSONMOUTH VI,6.31,USD,False
5d05b162-49b6-4991-a6d4-a6a42686b334,cc_0001,credit_card,2025-11-01,City Metro Transit,POS DEBIT CITY METRO TRANSIT,33.97,USD,False
c649672f-0062-4243-bd1b-21bbdc7afeb3,chk_0001,checking,2025-11-01,Parkview Apartments Management,Parkview Apartments Management,1450.0,USD,False
01efe925-5090-42db-b71d-90e2f52fe0e2,cc_0001,credit_card,2025-11-02,City Medical Clinic,CITY MEDICAL CLINIC #4727 PORT CHAD WI,18.77,USD,False
5473d7f7-5935-4dbe-a21c-a6beb90f3246,chk_0001,checking,2025-11-02,Transfer to Savings,ONLINE TRANSFER TO SAVINGS xxxx0001,300.0,USD,False
26b80a71-1b88-406d-886d-6e1ee9e8274a,chk_0001,checking,2025-11-02,Local Diner,Local Diner,63.85,USD,False
2318c88f-7a16-4266-bfee-02611d97ddbe,sav_0001,savings,2025-11-02,Transfer from Checking,ONLINE TRANSFER FROM CHECKING xxxx0001,-300.0,USD,False
b14f0a3e-c207-4815-9465-22d7dd482e07,cc_0001,credit_card,2025-11-03,Netflix,POS DEBIT NETFLIX,15.99,USD,False
6cd770f6-cedc-49f1-94e1-ca3c3ddae824,cc_0001,credit_card,2025-11-03,Walgreens,POS DEBIT WALGREENS,86.15,USD,False
dc35adf3-9439-4b3c-9489-4e14205e6ffb,cc_0001,credit_card,2025-11-05,Spotify,SPOTIFY #3664 NEW RITA VI,10.99,USD,False
427d2de5-42c9-4495-8ba9-383a07742f12,chk_0001,checking,2025-11-05,ExxonMobil,SQ *EXXONMOBIL,40.03,USD,False
92c7e45a-8813-4255-b86c-670b966750a4,cc_0001,credit_card,2025-11-07,Planet Fitness,POS DEBIT PLANET FITNESS,39.99,USD,False
9b1ec22c-e9a1-43c6-9b83-3213aa3e0b2a,cc_0001,credit_card,2025-11-07,CVS Pharmacy,CVS PHARMACY WEB PYMT,39.91,USD,False
19ec1a14-7dcc-4b77-927c-dd72d458c450,chk_0001,checking,2025-11-07,Acme Corp Payroll,SQ *ACME CORP PAYROLL,-2100.0,USD,False
d0ac73b3-85fc-4958-90f0-cc861779c1c9,chk_0001,checking,2025-11-08,Kroger,SQ *KROGER,120.78,USD,False
e9c848ee-6956-4e7f-b7e2-704f8c282aab,cc_0001,credit_card,2025-11-09,Uber,UBER #1132 SOUTH TAMMIE DC,34.4,USD,False
01581033-f511-4e49-b163-172b0de42171,cc_0001,credit_card,2025-11-11,Lyft,SQ *LYFT,28.18,USD,False
5a644fa6-ea90-44d6-98b6-77992846f996,cc_0001,credit_card,2025-11-11,AMC Theatres,AMC THEATRES #5295 SOUTH TIFFANYVILLE NV,23.22,USD,False
d1687f97-f8dc-4fb1-a6b7-6f9e4213baf0,cc_0001,credit_card,2025-11-11,Marriott Hotels,Marriott Hotels,836.44,USD,False
0ba093ca-f0a9-4721-a87c-ce37d0b7a13d,chk_0001,checking,2025-11-12,Verizon Wireless,Verizon Wireless,86.08,USD,False
c268907b-52f7-409b-980f-aceb90b234df,chk_0001,checking,2025-11-12,ExxonMobil,EXXONMOBIL WEB PYMT,58.97,USD,False
37a22610-91ab-4990-b0d2-b2daba865dbf,chk_0001,checking,2025-11-13,Airbnb,AIRBNB #8894 PORT MARKSIDE MS,835.12,USD,False
85ddf37a-4952-4f68-8b50-57d3c69ed9d0,chk_0001,checking,2025-11-14,Comcast Xfinity,POS DEBIT COMCAST XFINITY,68.51,USD,False
d1161831-7163-4dab-a7d0-8075e594d58a,cc_0001,credit_card,2025-11-15,Local Bowling Alley,SQ *LOCAL BOWLING ALLEY,57.01,USD,False
c224510e-e98a-418d-bd81-506fa3b8446b,cc_0001,credit_card,2025-11-16,Safeway,SAFEWAY #3153 NORTH TERRANCE KS,115.69,USD,False
2a54472b-c8eb-458f-9496-125dde0c5c2b,chk_0001,checking,2025-11-17,City Metro Transit,POS DEBIT CITY METRO TRANSIT,31.5,USD,False
2ac06958-4748-4407-a1e0-3c91e2c95498,cc_0001,credit_card,2025-11-18,McDonald's,POS DEBIT MCDONALDS,59.02,USD,False
0865a272-dc59-4258-81df-0e48a9254a0e,chk_0001,checking,2025-11-18,State Farm Insurance,STATE FARM INSURANCE WEB PYMT,120.0,USD,False
1624fa38-d6d0-47e0-b654-440eed82a1bd,chk_0001,checking,2025-11-18,ExxonMobil,ExxonMobil,55.58,USD,False
37e0de48-6499-413b-8d78-41ce759781e3,chk_0001,checking,2025-11-19,Walgreens,Walgreens,114.81,USD,False
2891d719-5a91-4868-b677-c4b12564bf52,chk_0001,checking,2025-11-19,Local Coffee Co,LOCAL COFFEE CO WEB PYMT,5.03,USD,False
